genre,review
 documentary ," The Amazing Legacy of Turner High is the telling of few of many stories of triumph and achievement that emerged from the hallowed halls of H.M. Turner High School of Atlanta, Georgia. Opened in 1951, the school was a school for ""Negro"" children during the days of segregation in the deep south. But what was meant to hold back and separate would inspire generation after generation of students and help shape the inclusion of the world at large. Graduates of this segregated public school would become the first to integrate universities, businesses, employment, governments and other institutions of the South. The Amazing Legacy of Turner High is the telling of few of many stories of triumph and achievement that emerged from the hallowed halls of H.M. Turner High School of Atlanta, Georgia. Opened in 1951, the school was a school for ""Negro"" children during the days of segregation in the deep south. But what was meant to hold back and separate would inspire generation after generation of students and help shape the inclusion of the world at large. Graduates of this segregated public school would become the first to integrate universities, businesses, employment, governments and other institutions of the South."
 documentary ," This is the true story of Egyptian spy Ali Mohamed. He infiltrated U.S. intelligence agencies, including the CIA and FBI, and joined the U.S. Army. At the same time, he took orders from the Egyptian Islamic Jihad terrorist organization and later joined forces with al Qaeda. He trained Osama bin Laden's jihadist warriors and helped plan terrorist attacks including the 1998 African embassy bombings."
 documentary ," Of all the emigrant groups to arrive in the United States the Finns and the Irish were the most restless. Both pushed west with the frontier and in 1917 in Butte, Montana, their paths crossed to make an explosive combination with the emerging American Labour movement."
 documentary ," An inner view of the 2002 presidential campaign of 'Lionel Jospin' (qv) filmed at ""L'Atelier"", his campaign headquarters in central Paris, with some excerpts of his electoral meetings. Here, we can see how 'Lionel Jospin' (qv) has prepared his electoral campaign with French Socialist Party leaders, and how it has evolved during the 6 weeks of his campaign. No comments from the journalists are done. Although it doesn't explain completely Jospin's result, it shows some indications of the inefficiency of the Socialist organisation, some mistakes made by Jospin, the heaviness of the campaign commitee in which it was difficult to draw a clear direction, and to create a good climate for preparing this election. The film ends with the final unexpected failure of 21st April 2002 where Jospin was eliminated from the second round of the election, arriving only in 3rd position defeated by 'Jacques Chirac (I)' (qv) and 'Jean-Marie Le Pen' (qv), and therefore announcing his retirement from politics. Surprise, shock, disbelief and sadness prevailed that evening in the Socialist headquarters."
 documentary ," As the Roanoke Region grew, a talented group of communicators grew with it. Through advertisements, they told the stories of our railroads and retailers, health care providers and non-profit organizations. From ""I am the Nation,"" an ad created at the venerable Houck Advertising Agency that became a recording by Johnny Cash, to the accidental icon of the Mill Mountain Star, Shine offers perspectives on creativity, change, and the transformative power of ideas. Produced in association with the Roanoke chapter of the American Advertising Federation and filmed over the course of four years, the documentary benefited from the assistance of dozens of reviewers and content providers. Featuring many archival commercials, a cast of more than 40 men and women tell the stories of an industry that helped shape the city we know today."
 documentary ," NASA may have just gotten one step closer to the answering the question: are we alone? The Spitzer Telescope has made a groundbreaking discovery of exoplanets that could be similar to our own. And as Kepler also continues its search, our understanding of the universe continues to be redefined."
 documentary ," The documentary occasioned by the 100th anniversary of the great operatic and world-famous Bulgarian bass Boris Christoff includes a few story-lines. This is a new vision of the big opera singer's life, full of ups and downs; a dramatic story about the operatic legend featuring unique footage that only BNT owns. The film also includes an interview with Boris Christoff taken during his last visit to Bulgaria in 1985 that has not been shown for a long time. It is a story about a secret dossier code-named Garibaldi compiled by agents of the former State Security Service. This is a documentary about the greatness of the human spirit and talent."
 documentary ," The Buchenwald Ball is a film that celebrates survival. Uplifting, full of swagger and joie de vivre, it tells the story of 45 orphans who escaped the Holocaust and found their way to Australia after their liberation from the Buchenwald concentration camp. These child survivors came to be known as the Buchenwald Boys, a group of friends who drink hard, argue with gusto, sustain one another, and dance to live. The film documents their struggles, their humor, and ultimately the tenacity of their human spirits in the aftermath of unimaginable tragedy. Whether they are debating how to celebrate the 60th ball or the existence for God, the Boys are full of vigor and humor. Four of the Boys-Szaja Chaskiel, Sam Michalowicz, Henry Salter, and Joe Szwarcberg-now in their seventies and eighties, share stories from before and after their liberation, revealing memories of childhood homes, the last moments with murdered parents, surviving Nazi ghettos, camps and death marches, and their emigration to Australia. The film follows Chaskiel on his first visit to Poland and Germany since his liberation. Accompanied by his son, Mark, Chaskiel visits the camps at Auschwitz-Birkenau and Buchenwald, where he visits Block 66, the children's block, where he and most of the Boys were imprisoned. Every year on April 11, the anniversary of their liberation, the Buchenwald Boys hold a ball filled with music, dancing, and an energy that defies their advancing ages. The ball is a defiant celebration of life, friendship, family, and love."
 documentary ," In a society where women have fixed gendered roles, a group of women break these barriers, and enter the domain of driving commercial taxis in India. A story of their formidable journey and changed lives. - In India where women are usually expected to sit on the accompanying seat of the vehicle driver, but never welcomed or expected to drive themselves. This is more applicable in commercial vehicles where people feel it's a man's job to drive commercially. Women on Wheels is about a few young Indian women, who took up to driving local Taxis in New Delhi.These women's economic condition and their inability to get stereotyped into roles fixed for women, made them take this bold leap. Coming from the poor families and belonging to societies which are too constricted about the roles which women are allowed to take up. They challenged the prejudices, and broke the taboos, overcoming apprehensions of everyone, to become successful taxi drivers, on the streets of Delhi. This film tries to captures the essence of their journeys, where they tell themselves how they went about it and challenges they faced on this road. The film in also about the changed lives and the world which till now was forbidden, where they are now independent, self-sufficient, and many times the key earning hand of their families. How they see their transformation and how the people around them, and the world in general sees this transformation, is also a key element covered in this short duration film."
 documentary ," J Balvin was born and bread in Medellin, Colombia. His first success, outside of Colombia, was Yo Te Lo Dije (I Told You So) in 2012 which was a major success in Europe. Since then he has become a international sensation. His unique blend of Reggae and Spanish rap, dubbed Reggaeton, keeps dance floors packed around the world. In this exclusive documentary we explore his journey."
 documentary ," Ohad Naharin is Israel's ""rock star"" choreographer, and artistic director of Batsheva Dance Company. He specializes in getting world-class dancers to move from their guts-not the mirror-by teaching them what he playfully calls ""Gaga"" his unique language of movement. In this dynamic close-up documentary, veteran Israeli filmmaker Tomer Heymann renders a candid portrait of the movement and the man through an in-depth look at Naharin's rehearsal process with Cedar Lake Contemporary Ballet of New York City. Heymann masterfully elicits a series of ""Notes on Dance""from his subject, climaxing in a denouement reminiscent of My Dinner with AndrÃ© in leotards and tights. See some of the world's greatest dancers let go of everything they know as they strive to fulfill Naharin's vision, and their own deepest desires."
 documentary ," Out of Sight takes a close look at how our society treats adolescents at-risk of suicide, or suffering from depression - and its dire consequences. It addresses the idea that such issues are best kept ""out of sight."""
 documentary ," Mardik Martin may be one of movie-making's most important screenwriters - and least well-known. Mardik: from Baghdad to Hollywood traces one of the most unlikely journeys in American film history - from growing up in Baghdad to being one of the hottest writers in Hollywood. Mardik began his love affair with film in Baghdad at age sixteen where he worked in at the local MGM distributor. In 1958, he came to the United States to study economics at NYU. In 1959, Mardik changed his focus to movies. At NYU, Mardik befriended Martin Scorsese and their relationship would lead to some of the greatest films in American Cinema (Mean Streets, The Last Waltz, New York, New York and Raging Bull). At the peak of his success, Mardik succumbed to the ills of fame, fortune and the destructive lifestyles of Hollywood. His fall from grace is a cautionary tale, yet his rise from despair becomes the heart of the film. In 1986, a new path as a teacher emerged, which he continues today as a senior lecturer at USC, instructing countless students about life and the art of screenwriting. Mardik is an intimate portrait of an often forgotten character in Hollywood Cinema - the screenwriter. Ultimately, it is a modern-day fable about reaching for your dreams and finding redemption in the end."
 documentary ," A documentary produced in 1979 to celebrate the centenary of the birth of Albert Einstein. Narrated and hosted by Peter Ustinov and written by Nigel Calder, the film takes place at the University of Texas' McDonald Observatory where a staff of renowned physicists take both Ustinov and the viewer through a hands-on experience of the exciting facets of Einstein's Theory of General Relativity."
 documentary ," The first feature-length documentary film to fully investigate the growing threat to Earth's life-support systems from the loss of biodiversity. If current trends continue, scientists warn that half or more of all plant and animal species on Earth will become extinct within the next few decades. Call of Life investigates the scope, the causes, and the predicted effects of this unprecedented loss of life, but also looks deeper, at the ways in which both culture and psychology have helped to create and perpetuate the situation. The film not only tells the story of a crisis in nature, but also in human nature, a crisis more complex and threatening than anything human beings have ever faced before."
 documentary ," In this documentary, Sarah Rush takes us back to the coal-mining town of her youth -- Carmichaels, Penn., population: 556. At the 50th anniversary of the Coal Queen Pageant in August 2003, we're introduced to 14 young ladies who are vying for the coveted crown."
 documentary ," The 2016 Reebok CrossFit Games were a grueling five-day, 15-event test to find the fittest man and woman on Earth. ""Fittest on Earth: A Decade of Fitness"" follows the dramatic story of the top athletes who qualified and competed and offers an inside look at what it takes to be among the world's elite athletes, both in training and on the competition floor. The CrossFit Games challenge competitors to perform intense physical tasks, but the hardest part is sometimes mental. Athletes often learn the details of the events only minutes before they begin, and everyone handles the pressure differently. Which of these fierce competitors will rise to the top and earn the title of Fittest on Earth?"
 documentary ," 'Beyond the Fear' is a documentary portraying a universal story about family and life when facing an illness; shot through an artistic perspective we discover part of the mystery behind 'rat lungworm disease,' with some twists along the way."
 documentary ," This is a story about a group of individuals who dared to try. It is a story about excellence and limitations, knowledge and imprudence. It is a story about winners and losers. Our story comes to you from behind the scenes where we focus on 12 qualifying chefs from across North America as they aim for top title in the culinary world - Certified Master Chef. Never before in the history of the Certified Master Chef examinations has a film crew ever been invited to attend."
 documentary ," It was announced today that a team of scholars has confirmed that a fourth century codex written in the ancient Egyptian Coptic language refers to the wife of Jesus. This is the first reference to Jesus being married that has been found in an ancient text, and while it is not evidence of the historical Jesus, it suggests some early Christians believed Jesus had a wife. Dr. Karen King, the Hollis Professor of Divinity at Harvard Divinity School, unveiled her findings today at the Tenth International Congress of Coptic Studies in Rome."
 documentary ," ""The Sugar Babies"" examines the moral price of sugar --present and past -- from the perspective of the conditions surrounding the children of sugar cane cutters of Haitian ancestry in the Dominican Republic, and the continuing denial of their basic human rights. While exposing those who profit from human trafficking and exploitation, the feature length documentary film ""The Sugar Babies: The Plight of the Children of Agricultural Workers in the Sugar Industry of the Dominican Republic"" explores the lives of those who live in circumstances that can only be considered modern day slavery. Composed of field testimonies and hidden camera footage, the film also features interviews with Haiti's Ambassador to the United States, Ambassador Raymond Joseph, the U.S. Department of States' Ambassador John Miller from the Office of Human Trafficking, renowned anthropologist and sugar historian Sidney Mintz, Carol Pier from Human Rights Watch, Public Interest Attorneys Bill Quigley as well as Greg Schell, and a number of activists from the field including human rights lawyer Noemi Mendez, Colette Lespinase of G.A.R.R. Haiti [Organization for Refugees and the Repatriated] and missionaries Pierre Ruquoy and Father Christopher Hartley."
 documentary , An exploration into the invention of the crime genre in storytelling and the impact it would have during the infant years of cinema. Early Hollywood stars and directors are examined through their contributions to film history and their creations influence on public society.
 documentary ," 6 Episodes: Eggs, Garlic, Wheat, Tomatoes, Honey and Pork. Food has fueled and propelled humans throughout our evolution. The story of food is our story. But, where we once enjoyed an intimate, tactile, nourishing and soulful relationship with food, we are now largely disconnected from it and oblivious to its source. Each episode delves into our relationship with a particular food (eggs, garlic, wheat, tomatoes, honey and pork), drawing on insights from farmers, scientists, backyard gardeners and award-winning chefs like Canadian Michael Stadtlander and Michael Anthony of New York's Gramercy Tavern. Along the way, we will tackle issues ranging from the impact of imported foods on local economies to the rise of backyard beekeeping, and will invite viewers to consider the benefits of moving beyond our reliance on the supermarket for everyday staples."
 documentary ," What does it really mean to be homeless? How does it really feel to have no place to call home? What are we doing about the situation? What can we learn from each other? ""Care About Us"" is a feature length documentary that gives you, the audience a chance to explore these questions and more through the real life accounts of individuals facing the reality of homelessness in 11 different countries around the globe today."
 documentary ," This documentary deals with a corner of history which until now scarcely has been illuminated. Drawing on first-hand sources as well as the latest research on this area, it thus establishes new information on the Moroccan role in the Spanish Civil War and follows the personal trajectories of some of the remaining survivors."
 documentary ," ""tHERE"" is a place and many places. A conversation that is not intended to resolve, but to recognize the place of the non-place. A journey through physical and human landscapes, constructing a panorama from places that exist geographically, in time, in memory, and in longing. The directors set out for a journey with lots of questions, "" - would you go back to your country?"""
 documentary ," A medical information film, covering: nature of stroke; cause; warning signs; what happens during a stroke; diagnosis; treatment - acute and rehabilitation; reducing risk of having another stroke; sources of information. Intended for patients."
 documentary , Nathanial is in jail for gang related crime. His girlfriend Siian wants him to go straight when he gets out. Will he be able to intergrate into society or will his life disintergrate into a spiral of violence against his fellow gang members and his long suffering girlfriend? Longinotto's film raises troubling questions about our responsibilities as we watch and become involved in these teenagers' lives.
 documentary ," As the modernisation of London Underground continues, long serving A-Stock and C-Stock trains have been withdrawn from service, and their differing characters will slowly become a memory. London Transport Museum commissioned Geoff Marshall to record the transition between old and new trains."
 documentary ," The possibility of sex with a football player is a fantasy for many women and a reality for some. Footy Chicks explores the scene off the football field - a colorful world of sex, male bonding and the women who pursue them. It can be a fun, alluring and sometimes dangerous game"
 documentary ," After 80 years, world-renowned artist David Hostetler reflects on a life and career filled with more turns and curves than the women he has become so well-known for carving. Drawing on a wealth of never-before-see home movies and images from Hostetler's past, the film explores the roots of his talent and passions."
 documentary ," Seven years after the Argentine economic crisis of 2001, Buenos Aires is still reeling from the effects. Out of the turmoil, emerges a group known simply as the cartoneros, those who collect cardboard for a living. They reveal, through their own footage, the intricate relationship with the city of Buenos Aires. The constant movement of the city blurs as individuals emerge to relate their stories. In this job without rules, drugs, violence and sex permeate daily life. As cartoneros, Lidia, Ramon, and their children traverse socioeconomic boundaries nightly, confronting the questions of who is responsible for keeping the often-raucous cartonero youth in line and, ultimately, who determines the fate of this marginalized group."
 documentary ," The Contemporary Art World is immaculate, seemingly immune to the fluctuations of the global financial systems - the art market bubble only continues to swell. The news media fans the flames, reporting record auction prices, celebrity parties and unfathomable sums of currency exchanged, in what has become a truly global commodity market. Animator and director, Drew Lightfoot steps in front of the camera for the first time. In Spotless, Drew leans on his experience behind the lens to document his journey into the world of contemporary art. From animation for feature films for Tim Burton, music videos for global artists and campaigns for major advertising agencies, nothing has prepared Drew for what he is about to uncover in Spotless. Drew will travel with a film crew around the globe attending an international exhibit of 'Spot Paintings' by the UK's most successful living artist, Damien Hirst, and in the end, be rewarded with a 'Spot' print of his own. With a potential projected value of up to two hundred thousand dollars per print, the opportunity to visit eleven galleries across three continents and collect a piece of art has promise to not only pay for the entire adventure but also yield a profit. Along the way, we unveil the arbitrary, often ludicrous manner in which contemporary art is valued. With the simultaneous explosion of the worldwide Occupy movement, how is it that, in the midst of so much economic distress, a polka-dotted painting can sell for 3.4 million dollars? The shocking truths uncovered reveal a wildly unregulated market fueled by sophisticated promotion, insider chicanery, billionaire brinksmanship, and money laundering. In a world where the poor are getting poorer and the rich so much richer, Drew Lightfoot discovers precisely how the contemporary art world manufactures value - and it couldn't be further from spotless."
 documentary ," Australia produced the world's first feature film with The Story of the Kelly Gang but today our film industry is struggling. Since the 1980s Australian films' total share of the local box office has fallen steadily from over 23% to below 4%. During this time the Australian Government's involvement in filmmaking has increased. Today the Government funds most local films, as well as locally produced Hollywood films. Yet in spite of the Government's growing involvement in filmmaking, and spending hundreds of millions on production, the box office slide has continued unabated-leading to concerns for the future viability of the industry. The question is, what's wrong with Australian films? And can Australia ever hope to reverse the slide and build a self-sufficient commercial film industry? One group of industry insiders and corporate executives believe it is possible. They have formed an initiative called Pure Independent Pictures, which is dedicated to supporting local independent filmmaking. They believe Australia can build a thriving independent film sector to rival the likes of Hollywood. But is it really possible? Join Amie Bransgrove as we hear from experts in economics, finance, marketing, and filmmaking on such questions as, is our economy large enough to make commercial films, can we ever compete with Hollywood, do we have enough scripts, does our accent work on-screen, and do Australian's really want to make films? This documentary will change the way you see Australian films."
 documentary ," Barbara, Cesare and Claudio have seen and heard them outside the body during traumatic events: due to cerebral malaria, from the bite of a rattlesnake, to be crushed by a ceiling that has collapsed. They remember having lived elsewhere for a period of time not measurable. What they saw and heard exactly? One thing is certain: they had a so-called near-death experience. Three witnesses like thousands of others that director Andrea Canetta collected between Switzerland, Mozambique and the United States and shows us in his documentary ""The Glance of The Soul"". Their stories are interwoven with writings, experiences and visions of famous people of our culture: the philosopher Plato, visionary artist Hieronymus Bosch, by the Swiss psychiatrist Carl Gustav Jung to Elisabeth KÃ¼bler-Ross, also her psychiatrist of Swiss origin who stands next to the dying is convinced that the existence of a life of the soul leaves the body and extends beyond the biological level. This belief leads her to spend time with Robert Monroe, radio entrepreneur who had spontaneous out-of-body experience without having lived any traumatic event specifically. The Monroe Institute in Faber, VA as he explains Andrea Canetta in ""The Glance of The Soul"" continues to teach the method used by its founder to be able to project his soul out-of-body state on a voluntary basis."
 documentary ," During the shooting of Andrei Tarkovsky's last film Offret, cameraman Arne Carlsson taped around 50 hours of behind the scenes footage. Editor Michal Leszczylowski took the material and added scenes of previous interviews and interesting statements from the script of Offret and from Tarkovsky's book 'Sculpting in Time'. The result is a documentary that shows the way Tarkovksy worked: carefully building each scene. Shows why he did the things he did: his vision on film. And shows the emotion of the man Tarkovsky: his great disappointment when the camera breaks while shooting the house going up in flames."
 documentary ," Our Theatre documents the Royal Players as they embark on their 20th season. Housed in the historic Royal Theatre in Benton, AR, the Royal Players began as the Central Arkansas Community Players. For their anniversary season, they have restaged their first show, Our Town, for a new generation. Featuring interviews with cast and crew, founders and board members, the participants of the Royal Players discuss the importance of theater in their lives and in their community."
 documentary ," The main theme of the film ""Syria - the country at the crossroad"" is portraying of the life on the territory under the control of the Syrian regime. Interviewing people, we try to see how the conflicted influenced life of the Syrian people."
 documentary ," The film portrays the hectic life of the ""Great Z"", an engine driver of the Abidjan-Ouagadougou line for 20 years, laid off in 1995 by the National Railways of Burkina Faso following the privatization imposed by the World Bank. To the sound of his own particular language, of his harsh and tormented words describing his past and present misfortune, his hate and his hope. An inveterate hedonist to the bone, he suddenly found himself struck down as he was experiencing pure joyfulness. He lost everything, and has since then lived a gloomy life waiting for his retirement pension."
 documentary ," My Life as an Underdog is a story of Suzanne Muldowney, her art and her dream. Spanning over a course of seven years this film follows one strangely fascinating person's struggle to find the true meaning of life. Terrified by the possibility that she would die in anonymity she takes her costumes, dance and ideas on the road. Her story lends perspective to the unlimited potential in people of differing abilities and ultimately tells a tale about the resilience of the human spirit. Intimate interviews with Suzanne and people who know her, her performances and childhood memories are woven into a tapestry that creates frank, open and honest portrait of a real person."
 documentary ," Walter Lassally, master cinematographer of 100 famous movies, including Zorba the Greek, for which he won an Oscar, meets W. Lambert Scot Gardiner, a university professor of communications and psychology. They have a conversation that becomes a master class in their respective fields while lunching in a seaside cafe in Greece. They let us into their trade secrets, but also reveal aspects of their personalities and their passion for cinema and for life. The cinematic experience they provide is like a private and privileged visit with two highly accomplished professionals in their golden years."
 documentary ," Documents the exciting journey of filmmaker Sunil Brij Bhan, and his effort to uncover the truth behind ""The Disputed Site."" Brij Bhan hopes to ultimately gain some semblance of the true nature of the Hindu/Muslim problem, and ultimately provide some guidance towards a resolution. However, the filmmaker's investigation into the nebulous world of India politics seems to expose more confusion than fact, more chaos than conclusion. Ayodhya: The Disputed Site: Is a true story of pride and prejudice. Religious conflict has instigated much of our world's violence throughout history, and, even today, continues to be a very real, global problem. The division between Hindu and Muslim is age-old in India. Two world religions, both existing for the good of mankind, have consistently worked to undermine the other through political maneuvering. The ongoing religious struggle between Hindu and Muslim continues to deepen the divide that separates the people of India. Hindus and Muslims have been fighting in India for over 50 years for ownership of ""The Disputed Site,"" an 80x40 acre parcel of land that serves as a concrete representation of the bloody conflict that continues to gain momentum with no end in sight. To Hindus, it was the birthplace of their god. To Muslims, it is a site that once honored their great leader. To both, it is a matter of principle and neither side is willing to compromise."
 documentary ," SteelPan Now. will explore and highlight the development of this unique instrument from its cutting, shaping, tuning, and orchestrating of the magical sounds it creates whether found on the streets during the Carnival parades, in concert halls, or jazz ensembles. Along the way we highlight organizations that are developing new talent and working with youth from various backgrounds and cultures. We will learn about the e-pan, an incredible innovation that can be described as the electronic sister to the steelpan and which has the capability to create the sounds of many pans from one, and of the work of one of its long standing pioneers currently spreading steelpan's gospel in the university setting."
 documentary ," Filmed in super 16mm widescreen format JAMES HERRIOT'S YORKSHIRE features the breathtaking scenery of Wensleydale, Swaledale, Coverdale, Thirsk, Sutton Bank, Captain Cook country, Scarborough, Robin Hood's Bay, York and Harrogate as well as featuring the people and animals so often associated with Herriot's novels. "" Over the years I have received literally thousands of letters from readers of my books from all over the world. The same phrase has recurred; I wish I could see the places you write about - if this film can reach those people then it will give them a glimpse of the countryside where I have found so many of the good things of life. The scenes and photography are exquisite and Chris's commentary and appearance superb. The film was a constant joy to watch"
 documentary , Everyone has a story. What matters is who tells it. Framed tells the unique stories of some of today's top athletes from the perspective of some of Hollywood's hottest stars. One world class athlete and one celebrity entertainer are documented and filmed as the two embark on a journey to create a short film in just two days.
 documentary ," Ocean Aquarium is comprised entirely of aquarium-style ""lockdown"" shots, filmed on location in Papua New Guinea with special footage from Bonaire and Fiji. Enjoy the breathtaking ""top side"" images captured just above the water, and experience a unique perspective. Ocean Aquarium was captured in High-Definition by Emmy Award winner Anthony S. Lenzo, one of the world's foremost underwater videographers and producer of HDScape's ""Visions of the Sea: Explorations""."
 documentary ," John Dobson, an 89 year old with a white ponytail and knack for comedy, is the inventor of the Dobsonian telescope mount, which revolutionized astronomy by making large, inexpensive telescopes and deep space observing available to amateur astronomers around the world. A former Vedantan monk, he is a co-founder of Sidewalk Astronomers, an organization that encourages amateurs to share their telescopes and knowledge with the public. The film follows John as he tours the country, giving cosmology, astronomy, and telescope-making classes and features sequences on the Moon, sun, planets, galaxies, Big Bang Theory, and the nature of time and space. Illustrating our journey is actual footage and deep space photography shot from satellites, spacecraft, and the Hubble telescope Space-Telescope Institute."
 documentary ," Free To Ride is the story of the relentless spirit of community leaders from across Dayton, Ohio who overcame a suburban contingent fearfully opposed to the expansion of public transit along a commercial corridor, and the system of checks and balances that allowed justice and reason to prevail. This modern-day Civil Rights saga began in 2009 when community members in Dayton, Ohio became aware of the dangerous journey faced by bus riders walking from the last stop to get across a busy interstate overpass in order to make it to their workplace, shopping, medical, and educational destinations along Pentagon Boulevard in the suburban community of Beavercreek. After the local transit authority had worked for nearly a year with Beavercreek's public works staff to develop a plan to add 3 new stops to the end of the route, the process was stymied by concerned members of City Council and vocal residents. In the wake of City Council's vote to reject the application, an Ohio legal aid group filed a complaint on behalf of the organized community members who supported the new bus stops, kicking off a two year investigation by the Federal Highway Administration and a series of policy and publicity battles. As racial tension swells in the wake of controversial incidences between law enforcement and young black men, Free To Ride is a promising story about how hard work, collaboration, and the accountability systems can yield fair and just outcomes for all."
 documentary , On the 16th of January 2009 it will be 40 years from the self-burning of Jan Palach. He has committed this act in protest against the progressing lethargy and pusillanimity of the Czechoslovak nation following the occupation of Czechoslovakia in the 1968.
 documentary ," In 2015 Jordan Clark announced himself on the world stage of scootering and sent shock-waves through the sport as he transitioned from amateur rider to World Champion in the space of a few months, trouncing his opposition in the finals with a show of athletic brilliance never before seen in the sport. The film looks back to where it all began for Jordan, as a child who was always confident in his own abilities, but who had a desire to continually push himself and exceed expectations."
 documentary ," Anyone who has watched one in pain will know the agonising plight and moral dilema of Jim and Bronwyn Stewart. Severe brain damage has left their 2-year-old son Ian in a living hell: he can barely see, is almost deaf, has fits and is in constant pain. Doctors can do nothing for him and his prognosis is 5 years maximum. Jim and Bronwyn care for him night and day, but they would like to end their child's suffering humanely - by lethal injection. But in Britain, euthanasia is illegal."
 documentary ," Paterson was born and raised in the rough area of Harlesden, London and, since becoming an actor, has decided to return to his streets with the message of Shakespeare. Setting himself a target of four weeks to cast, rehearse and direct a West End production of Romeo & Juliet, Paterson plans to show the world that Harlesden is not what people assume and prove that Shakespeare can be brought to any place, any people and any time by using a cast of all first time actors. In the background director Baz Luhrmann looks on and offers Paterson advice on how to bring Shakespeare alive for modern actors and audiences."
 documentary ," A film star, a linguist and a cripple - three retired apes, who have all led extraordinary lives at the hands of their human cousins. Looking back at their experiences as a performer, the subject of NASA experimentation and the recipient of language teaching, this poignant and poetic doc explores the fine line between us and them. Who observes whom? And who is really learning from this?"
 documentary ," 'Children of the Pyre' is a compelling real-life, self-narrative of seven extraordinary children who make their living out of the dead. They collect, snatch or steal used coffin shrouds and sell them for petty amounts in order to ensure their own and their family's survival Tempered by the heat of the pyre, strengthened in the face of adversities and crafted by a volley of abuses, these imps weave through the pyres and struggle through disdain in this land of the dead. Laughing, smiling, weeping, fighting and shouting, these children run the race for survival - winning it again and again - everyday. The film is a terrible saga of exploitation that celebrates the victory of innocence over the most harrowing realities of life. It's a torturous journey through seared bodies, callous minds and dead consciences that constitute the human reality of the ghats at Varanasi"
 documentary ," With a set of drums and an 8mm color home movie camera, Mickey Jones toured the world in 1966 with Bob Dylan and The Band. He captured on film what became known as ""The tour that changed Rock and Roll forever."" The booing crowds, the scathing reviews, the stomping feet, the infamous catcall of ""Judas!"" ... all of this in response to Dylan trading in his acoustic folk guitar for an electric sound. Now, for the first time, drummer-turned-actor Mickey Jones (Sling Blade, Home Improvement), with the help of Director Joel Gilbert, chronicles the legendary 1966 Bob Dylan World Tour through his recently discovered home movies. The updated release includes new, exclusive full-length interviews with Charlie Daniels, Johnny Rivers, 1966 World Tour and Gaslight tapes sound man Richard Alderson, and new insights and revelations by Mickey Jones."
 documentary ," Sir Christopher Meyer, British ambassador to Washington from 1997 to 2003, tells the story of the US post-war loan to Britain, that was finally paid off in 2006. In 1945, Britain was practically bankrupt and the economist John Maynard Keynes hoped that America would give Britain a grant to recover from the war, so he was sent to Washington to try to convince the Yanks."
 documentary ," This documentary tells the forgotten stories of some of the most influential personal computer pioneers in the San Francisco Bay Area. In the late 1960s, big mainframe computers owned by large corporations and the government were seen as tools of control. The Hippie movement and the anti-Vietnam war protests served as a hotbed for a revolutionary idea: creating an affordable home computer to be used by ordinary people as a counterbalance to Big Brother. Well, the rest is history, but what has happened to the early ideals and the initial ethos of free sharing? As one of the visionaries puts it: ""It's true that what I helped to create is today's establishment. That's what I was trying to get rid of: the establishment."""
 documentary ," Scissors and Glue: The Miami Project explores art in real time in the vibrant city of Miami. This documentary film takes an intimate look at a young city with an old soul. It examines the way in which artistic expression and exhibition relates to and also influences community development. Scissors and Glue dares to ask, ""Which is more powerful, culture's influence on art or art's influence on culture and what is the responsibility of art in urban society?"" Miami has become a magnet for art lovers from around the globe. Scissors and Glue follows Helmut Schuster on his journey as a gallery owner in Berlin to the founding of his new Gallery Schuster in Miami. Also highlighted in this film is the emergence of Art Basel Miami Beach as one of the largest art fairs in the world and its major impact, not only on the art community, but Miami as a whole. Some of the worlds most important galerists speak in front of the camera in ""Scissors & Glue"" for the first time ever."
 documentary ," Dreams is a road documentary, a dialog between nine strangers, intimate portraits who's voices are woven together in an exploration of what it is to have a dream in America today. Dreams is a story that crosses America in a timeless exploration of what individuals dreams have become in spite of the weight of stereotypes and preconceptions. What is it to dream in America today, in a country where the very evocation of the word provokes an exported image in almost everyones mind? Hope, success, dichotomy, manifest destiny, war, belligerence...who better to define what a dream is then the people who's voices are lost in the cacophony of opinions about who and what it is to be American. Dreams explores the universal question that we asked ourselves as children and perhaps forgottenÂ  under the pressures of daily life: what is your dream?"
 documentary ," Tokyo Girls is a candid journey into the world of four young Canadian women who work as well-paid hostesses in exclusive Japanese nightclubs. Lured by adventure and easy money, these modern-day geisha find themselves caught up in the mizu shobai - the complex ""floating water world"" of Tokyo clubs and bars. Drawn by fast money, some women become consumed by the lavish lifestyle and forget why they came. One hostess calls it ""losing the plot."" With a pulsating visual style, Tokyo Girls captures the raw energy of urban Japan and its fascination with the new. Shot in Canada, Osaka and Tokyo, this is a riveting inside look at the impact of the ""economy geisha."" Desired mainly for her looks, the hostess is rapidly replacing the cultural institution of geisha - women trained in the ancient art of traditional entertainment."
 documentary ," Tom and Lisa Conway open their doors to their home and business to give us a rare and personal look at the death industry. While Tommy Jr. follows in his fathers footsteps, making him the fifth generation of Conways to do so, Tom and Lisa together with their six children bring a unique and personal touch to their family business while struggling with their own personal issues in their lives. It is through the journey of their struggles that the Conways have come to realize that in their funeral business, life is their most valuable commodity."
